"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-17","51","60","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-18","52","59","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-19","52","54","49"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-20","49","50","47"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-21","51","58","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-22","47","56","40"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-23","50","57","45"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-24","51","56","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-25","48","56","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-26","49","57","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-27","49","58","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-28","50","60","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-29","50","62","43"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-30","48","58","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2018-12-31","47","56","40"
